id,is_page_break,position
212434,f,
212435,f,
212436,f,
212437,f,
212438,f,
212439,f,
99569,f,
212440,f,
212441,f,
212442,f,
212443,f,
212444,f,
212445,f,
212446,f,
212936,f,
212447,f,
195039,f,
195040,f,
195042,f,
195044,f,
195073,f,
195075,f,
195077,f,
195078,f,
195080,f,
195081,f,
99603,f,
99610,f,
195082,f,
99548,f,
195084,f,
195085,f,
195086,f,
75717,f,
230233,f,
230234,f,
70103,f,
70529,f,
99650,f,
160286,f,
148392,f,
148393,f,
166784,f,
240642,f,
240646,f,
240655,f,
240660,f,
240661,f,
240757,f,
240814,f,
240817,f,
240819,f,
240821,f,
240822,f,
240839,f,
240842,f,
240859,f,
99780,f,
99783,f,
240860,f,
240866,f,
240875,f,
241091,f,
241111,f,
241112,f,
148384,f,
148391,f,
148394,f,
148395,f,
148397,f,
148398,f,
148399,f,
148400,f,
148401,f,
148402,f,
148403,f,
148404,f,
148407,f,
148408,f,
148419,f,
148420,f,
148421,f,
179691,f,
179709,f,
179726,f,
220793,f,
220807,f,
220808,f,
220809,f,
220836,f,
220838,f,
220841,f,
220842,f,
220849,f,
220855,f,
220868,f,
220891,f,
220899,f,
220902,f,
220907,f,
221152,f,
221159,f,
221190,f,
221191,f,
221192,f,
221193,f,
221201,f,
221203,f,
212448,f,
212449,f,
212450,f,
212451,f,
212452,f,
212453,f,
212454,f,
212455,f,
212456,f,
212457,f,
212459,f,
227566,f,
212460,f,
212461,f,
212462,f,
212463,f,
212464,f,
123405,f,
212465,f,
212466,f,
212467,f,
212468,f,
212469,f,
230245,f,
230246,f,
230247,f,
230248,f,
230249,f,
230252,f,
230253,f,
99981,f,
99982,f,
459668,f,
160477,f,
160550,f,
148428,f,
160890,f,
166352,f,
230258,f,
204968,f,
204970,f,
150342,f,
151530,f,
151532,f,
195091,f,
195106,f,
195107,f,
179747,f,
179765,f,
100612,f,
101619,f,
148422,f,
148423,f,
148424,f,
148425,f,
148426,f,
148427,f,
148429,f,
148430,f,
148436,f,
148437,f,
148439,f,
148445,f,
148446,f,
148449,f,
100654,f,
100667,f,
100670,f,
100671,f,
148450,f,
148451,f,
230262,f,
230274,f,
230276,f,
230277,f,
230280,f,
230281,f,
230290,f,
230291,f,
230294,f,
230295,f,
100691,f,
100695,f,
230297,f,
100705,f,
100708,f,
212470,f,
212471,f,
212472,f,
212473,f,
212476,f,
212480,f,
212481,f,
212482,f,
212487,f,
212488,f,
212489,f,
212490,f,
212491,f,
212492,f,
212493,f,
100733,f,
100737,f,
100741,f,
100748,f,
212494,f,
212495,f,
212496,f,
212497,f,
212498,f,
212499,f,
204989,f,
102049,f,
160318,f,
856387,f,
160862,f,
195154,f,
195187,f,
195189,f,
195193,f,
707024,f,
195194,f,
195246,f,
195247,f,
195248,f,
195249,f,
195250,f,
195265,f,
195266,f,
195267,f,
195268,f,
100863,f,
130336,f,
195279,f,
195282,f,
195336,f,
195348,f,
195352,f,
179861,f,
179907,f,
396275,f,
179942,f,
179987,f,1.0
179992,f,
180001,f,
100866,f,
150116,f,
122640,f,
124248,f,
205047,f,
241115,f,
241121,f,
241171,f,
241176,f,
241187,f,
241188,f,
241193,f,
241229,f,
241230,f,
241233,f,
241234,f,
241249,f,
241251,f,
241254,f,
148466,f,
148490,f,
148495,f,
148499,f,
459670,f,
459672,f,
459688,f,
148500,f,
148504,f,
148505,f,
110203,f,
221204,f,
221205,f,
221206,f,
221207,f,
221208,f,
221212,f,
221217,f,
160288,f,
160493,f,
160551,f,
195356,f,
876376,f,
195362,f,
195379,f,
195381,f,
205502,f,
223832,f,
221242,f,
221245,f,
195403,f,
195405,f,
195408,f,
70751,f,
230336,f,
230339,f,
230343,f,
230348,f,
223835,f,
221220,f,
221222,f,
854926,f,
221223,f,
221224,f,
221225,f,
221227,f,
221228,f,
221235,f,
221239,f,
222027,f,
221248,f,
221251,f,
221254,f,
221257,f,
221258,f,
101173,f,
221259,f,
101183,f,
221260,f,
221262,f,
221263,f,
221265,f,
221266,f,
221269,f,
221270,f,
101209,f,
101213,f,
101229,f,
101249,f,
101257,f,
151323,f,
148508,f,
148509,f,
148527,f,
148677,f,
148703,f,
148704,f,
148706,f,
148707,f,
75094,f,
148708,f,
148709,f,
195409,f,
195416,f,
195481,f,
195490,f,
101332,f,
856389,f,
212504,f,
212509,f,
459689,f,
212937,f,
212510,f,
227567,f,
212512,f,
212513,f,
212515,f,
212516,f,
212518,f,
212519,f,
130585,f,
299180,f,
241256,f,
241258,f,
241259,f,
241265,f,
241284,f,
241285,f,
241291,f,
101503,f,
212522,f,
212525,f,
212528,f,
212531,f,
212534,f,
212543,f,
212552,f,
227568,f,
212553,f,
101543,f,
101544,f,
101560,f,
166778,f,
169703,f,
212554,f,
148710,f,
148711,f,
148712,f,
148713,f,
148714,f,
148715,f,
148716,f,
148717,f,
148718,f,
148719,f,
148720,f,
148721,f,
71480,f,
72218,f,
148722,f,
148723,f,
148724,f,
148732,f,
148733,f,
205534,f,
250078,f,
250092,f,
101697,f,
101717,f,
707026,f,
195524,f,
195532,f,
101784,f,
195540,f,
101790,f,
195548,f,
111970,f,
212558,f,
212559,f,
212561,f,
212562,f,
212565,f,
212566,f,
212567,f,
212568,f,
212571,f,
227569,f,
212572,f,
212574,f,
212575,f,
212576,f,
212577,f,
101852,f,
110797,f,
212578,f,
221271,f,
221272,f,
221275,f,
221282,f,
221288,f,
221291,f,
221294,f,
221297,f,
221298,f,
221304,f,
221307,f,
221308,f,
221316,f,
221318,f,
221321,f,
101883,f,
221329,f,
221333,f,
221335,f,
221349,f,
221366,f,
148734,f,
148735,f,
148736,f,
148737,f,
148738,f,
148739,f,
148740,f,
101945,f,
160628,f,
70128,f,
72106,f,
707028,f,
75707,f,
230438,f,
230484,f,
102052,f,
102079,f,
230499,f,
707030,f,
148741,f,
148742,f,
148743,f,
148744,f,
148745,f,
148746,f,
148747,f,
148748,f,
148749,f,
148750,f,
148751,f,
148752,f,
148753,f,
148754,f,
148755,f,
148756,f,
148758,f,
148759,f,
878069,f,
149828,f,
148760,f,
205189,f,
205208,f,
205267,f,
205272,f,
205278,f,
205283,f,
102142,f,
102151,f,
250159,f,
250160,f,
250166,f,
250167,f,
250169,f,
250174,f,
250209,f,
250211,f,
102176,f,
102178,f,
102180,f,
102182,f,
102193,f,
102205,f,
102210,f,
195572,f,
195577,f,
195622,f,
161721,f,
212579,f,
212580,f,
212581,f,
212582,f,
102613,f,
169676,f,1.0
169877,f,
221378,f,
221381,f,
221450,f,
221567,f,
221581,f,
221685,f,
221688,f,
221697,f,
221698,f,
221701,f,
221801,f,
102684,f,
102687,f,
102690,f,
221802,f,
221803,f,
221804,f,
221805,f,
221806,f,
221807,f,
221808,f,
221809,f,
212583,f,
212585,f,
212587,f,
212588,f,
212589,f,
212597,f,
212598,f,
212601,f,
212604,f,
212607,f,
212612,f,
212615,f,
212617,f,
212618,f,
212619,f,
212621,f,
212623,f,
212625,f,
212629,f,
212635,f,
212636,f,
212637,f,
102770,f,
102772,f,
212638,f,
241392,f,
241539,f,
241580,f,
241581,f,
241583,f,
241589,f,
241590,f,
241591,f,
254019,f,
241593,f,
241638,f,
241654,f,
241656,f,
241658,f,
241660,f,
241662,f,
241676,f,
102824,f,
102828,f,
102829,f,
195659,f,
195660,f,
195661,f,
195662,f,
195663,f,
195664,f,
195665,f,
195668,f,
195674,f,
195675,f,
195685,f,
254021,f,
195779,f,
195788,f,
195793,f,
102893,f,
102897,f,
102908,f,
102920,f,
152648,f,
195794,f,
195812,f,
195814,f,
195815,f,
250263,f,
250264,f,
250265,f,
250266,f,
250267,f,
250269,f,
250270,f,
250271,f,
250272,f,
250273,f,
250274,f,
250275,f,
250276,f,
250277,f,
250278,f,
250279,f,
102924,f,
102927,f,
250280,f,
250281,f,
250282,f,
250294,f,
250295,f,
250425,f,
250426,f,
250427,f,
250428,f,
250429,f,
148764,f,
148765,f,
148766,f,
148767,f,
148769,f,
148770,f,
148771,f,
148772,f,
148773,f,
148774,f,
148775,f,
148776,f,
148777,f,
148778,f,
148779,f,
148782,f,
103039,f,
103041,f,
103046,f,
103049,f,
169126,f,
205345,f,
205346,f,
205372,f,
205408,f,
205447,f,
205452,f,
205453,f,
141153,f,
141302,f,
205454,f,
205457,f,
221810,f,
221811,f,
221812,f,
221813,f,
221814,f,
221815,f,
221816,f,
221817,f,
221818,f,
221819,f,
221820,f,
221859,f,
134146,f,
221870,f,
221879,f,
221880,f,
221881,f,
221883,f,
221884,f,
221885,f,
148811,f,
111876,f,
241697,f,
241699,f,
241711,f,
241714,f,
241719,f,
241722,f,
241723,f,
241724,f,
241725,f,
241728,f,
241730,f,
241732,f,
241734,f,
241736,f,
241738,f,
241748,f,
241750,f,
241752,f,
254023,f,
241754,f,
241756,f,
241758,f,
878070,f,
241760,f,
212641,f,
212642,f,
212643,f,
212644,f,
212645,f,
212646,f,
212647,f,
212649,f,
212655,f,
212658,f,
212662,f,
212663,f,
212664,f,
212665,f,
212666,f,
212669,f,
212672,f,
212675,f,
212676,f,
212677,f,
212679,f,
212683,f,
212686,f,
212687,f,
230716,f,
230720,f,
151165,f,
151584,f,
250456,f,
250457,f,
250458,f,
195848,f,
195929,f,
195932,f,
195937,f,
195940,f,
195946,f,
195950,f,
195958,f,
195963,f,
195966,f,
103842,f,
103860,f,
103865,f,
103877,f,
160517,f,
195970,f,
195972,f,
148813,f,
148816,f,
148818,f,
148819,f,
148821,f,
148827,f,
148830,f,
254025,f,
195974,f,
195976,f,
195978,f,
195980,f,
195982,f,
195984,f,
195987,f,
195989,f,
110270,f,
195991,f,
195992,f,
195994,f,
707032,f,
102865,f,
230836,f,
221888,f,
221890,f,
104047,f,
104090,f,
104092,f,
104094,f,
396276,f,
104656,f,
241762,f,
241764,f,
241766,f,
241768,f,
241770,f,
241772,f,
241774,f,
241776,f,
241778,f,
241780,f,
241782,f,
241784,f,
241786,f,
241788,f,
241790,f,
241792,f,
241794,f,
241796,f,
241798,f,
212689,f,
212690,f,
212693,f,
212695,f,
212699,f,
212709,f,
212710,f,
212715,f,
212717,f,
212718,f,
212725,f,
212726,f,
212727,f,
212728,f,
104172,f,
212729,f,
166502,f,
250459,f,
250460,f,
250461,f,
250462,f,
250463,f,
250464,f,
250465,f,
250466,f,
250467,f,
250468,f,
104188,f,
254027,f,
104195,f,
104196,f,
104197,f,
160962,f,
250469,f,
250470,f,
250471,f,
250472,f,
250473,f,
250476,f,
205596,f,
205598,f,
205599,f,
205651,f,
205654,f,
205655,f,
205657,f,
205658,f,
205662,f,
205679,f,
205719,f,
205720,f,
205721,f,
205722,f,
205724,f,
205725,f,
205727,f,
104294,f,
104296,f,
121106,f,
195995,f,
195998,f,
196000,f,
196003,f,
196007,f,
196009,f,
196011,f,
196013,f,
196018,f,
196019,f,
196021,f,
196022,f,
196023,f,
196024,f,
196025,f,
196027,f,
196028,f,
230838,f,
230843,f,
230870,f,
230872,f,
230878,f,
230880,f,
230881,f,
230882,f,
104525,f,
230883,f,
230884,f,
230885,f,
230886,f,
230887,f,
230898,f,
148864,f,
148865,f,
148873,f,
148874,f,
148876,f,
148908,f,
148910,f,
104568,f,
148916,f,
104636,f,
104638,f,
221999,f,
222000,f,
104648,f,
222029,f,
222030,f,
149149,f,
254029,f,
222045,f,
222046,f,
116391,f,
212759,f,
212763,f,
212764,f,
212766,f,
212768,f,
212770,f,
212772,f,
212774,f,
212776,f,
212778,f,
212780,f,
110176,f,
241800,f,
196054,f,
241802,f,
241804,f,
241806,f,
241808,f,
241810,f,
241812,f,
241816,f,
241818,f,
241820,f,
241822,f,
241824,f,
241826,f,
241828,f,
241830,f,
241832,f,
227687,f,
241834,f,
250487,f,
104759,f,
104770,f,
104787,f,
104792,f,
160460,f,
160689,f,
299590,f,
250556,f,
250571,f,
250587,f,
250590,f,
250593,f,
250596,f,
250598,f,
250599,f,
250600,f,
250601,f,
250605,f,
250606,f,
250607,f,
222079,f,
222082,f,
222083,f,
222085,f,
222086,f,
222097,f,
222103,f,
222109,f,
222112,f,
222148,f,
222149,f,
222154,f,
629389,f,
222155,f,
222159,f,
222161,f,
222162,f,
222166,f,
222167,f,
222168,f,
222169,f,
212796,f,
254031,f,
212816,f,
212817,f,
212820,f,
212821,f,
212824,f,
212827,f,
241893,f,
104956,f,
104958,f,
104960,f,
241836,f,
241838,f,
241840,f,
241842,f,
241844,f,
241846,f,
241848,f,
241850,f,
241852,f,
241854,f,
241858,f,
241860,f,
241862,f,
241864,f,
241866,f,
241868,f,
241875,f,
241877,f,
241879,f,
241881,f,
241883,f,
241923,f,
241934,f,
205731,f,
205739,f,
205745,f,
205780,f,
205784,f,
205787,f,
205790,f,
205791,f,
205795,f,
205796,f,
205798,f,
205802,f,
205806,f,
205809,f,
205812,f,
205814,f,
205816,f,
161262,f,
148918,f,
212938,f,
148920,f,
148922,f,
270392,f,
386008,f,
105389,f,
105519,f,
105520,f,
105522,f,
105524,f,
105546,f,
166525,f,
166950,f,
270412,f,
230963,f,
230975,f,
230976,f,
230995,f,
230996,f,
105526,f,
212831,f,
212840,f,
212841,f,
212843,f,
212844,f,
212849,f,
212851,f,
212865,f,
212867,f,
212869,f,
105633,f,
196039,f,
196041,f,
196043,f,
196045,f,
196047,f,
196056,f,
196057,f,
196059,f,
196064,f,
196067,f,
196070,f,
196074,f,
196081,f,
212884,f,
212885,f,
212886,f,
212887,f,
212888,f,
212889,f,
212890,f,
212891,f,
212892,f,
212893,f,
270413,f,
212894,f,
212895,f,
212902,f,
212903,f,
212908,f,
212909,f,
212910,f,
212911,f,
212914,f,
250609,f,
250610,f,
250611,f,
250612,f,
250614,f,
250616,f,
250621,f,
250622,f,
250623,f,
105888,f,
105890,f,
105892,f,
105894,f,
105899,f,
105904,f,
146930,f,
148272,f,
288297,f,
250625,f,
250626,f,
250628,f,
231001,f,
231002,f,
231107,f,
231124,f,
231125,f,
231158,f,
231169,f,
106051,f,
142352,f,
241938,f,
241966,f,
241968,f,
241976,f,
241978,f,
241980,f,
241982,f,
241984,f,
241986,f,
241997,f,
242024,f,
242108,f,
242110,f,
242112,f,
160211,f,
106084,f,
859338,f,
222170,f,
222184,f,
222189,f,
222190,f,
222192,f,
412927,f,
130701,f,
270414,f,
233476,f,
170973,f,
103219,f,
205817,f,
205818,f,
205820,f,
205824,f,
205826,f,
205828,f,
205831,f,
205844,f,
101665,f,
222194,f,
222325,f,
222328,f,
222476,f,
112288,f,
112289,f,
106346,f,
224606,f,
866827,f,
870225,f,
870226,f,
161238,f,
166385,f,
167104,f,
166209,f,2
168278,f,
151315,f,
205845,f,
205858,f,
205861,f,
205888,f,
205894,f,
205898,f,
205921,f,
205927,f,
205947,f,
151338,f,
106508,f,
231170,f,
231178,f,
231180,f,
231185,f,
231220,f,
231228,f,
130580,f,
130638,f,
365444,f,
222483,f,
222486,f,
222490,f,
222492,f,
222507,f,
222508,f,
222509,f,
222511,f,
222517,f,
222523,f,
222525,f,
122354,f,
196087,f,
196095,f,
196096,f,
196103,f,
196108,f,
196109,f,
196123,f,
196127,f,
106790,f,
196129,f,
196130,f,
196132,f,
196133,f,
196136,f,
196139,f,
212915,f,
212916,f,
212917,f,
212918,f,
212919,f,
212920,f,
212921,f,
212922,f,
212925,f,
212927,f,
212928,f,
212939,f,
212940,f,
250629,f,
250964,f,
250966,f,
250972,f,
250974,f,
250976,f,
250978,f,
250980,f,
250982,f,
250984,f,
250991,f,
250994,f,
251007,f,
251033,f,
375399,f,
460424,f,
460425,f,
460479,f,
459724,f,
149019,f,
460482,f,
460485,f,
460486,f,
213638,f,
105116,f,
242189,f,
242191,f,
242199,f,
242209,f,
108511,f,
540796,f,
231240,f,
231273,f,
231274,f,
231277,f,
231285,f,
231294,f,
231303,f,
231311,f,
231317,f,
231321,f,
231323,f,
231325,f,
540802,f,
540809,f,
540813,f,
540815,f,
540817,f,
540823,f,
242217,f,
242243,f,
212941,f,
168223,f,
540826,f,
540827,f,
540828,f,
540852,f,
540853,f,
100993,f,
541879,f,
541887,f,
628547,f,
628548,f,
206022,f,
206029,f,
206041,f,
206042,f,
206043,f,
206045,f,
206049,f,
107045,f,
206084,f,
149082,f,
254033,f,
542217,f,
542226,f,
542228,f,
212942,f,
212943,f,
212944,f,
212945,f,
212946,f,
212947,f,
212948,f,
212949,f,
212950,f,
212951,f,
212952,f,
212958,f,
212959,f,
212960,f,
212961,f,
212962,f,
69083,f,
542236,f,
542238,f,
542242,f,
542243,f,
542280,f,
212963,f,
212964,f,
212965,f,
212966,f,
212967,f,
242331,f,
78182,f,
78184,f,
78187,f,
78193,f,
69086,f,
69089,f,
242252,f,
242263,f,
242272,f,
242273,f,
886833,f,
242275,f,
242276,f,
242277,f,
242278,f,
78195,f,
78887,f,
242295,f,
242296,f,
242299,f,
233477,f,
242313,f,
242319,f,
242327,f,
166437,f,
196142,f,
196145,f,
196148,f,
196150,f,
196151,f,
196153,f,
196154,f,
196156,f,
196157,f,
196160,f,
196162,f,
79161,f,
814999,f,
196163,f,
231327,f,
231381,f,
231389,f,
107230,f,
231441,f,
231451,f,
231453,f,
231455,f,
231463,f,
231465,f,
231468,f,
231469,f,
231491,f,
141599,f,
107270,f,
107271,f,
59328,f,
149086,f,
254035,f,
149100,f,
149114,f,
251101,f,
212969,f,
212972,f,
212975,f,
212978,f,
212981,f,
212984,f,
212987,f,
212991,f,
212992,f,
212993,f,
212994,f,
212995,f,
212998,f,
212999,f,
141190,f,
213000,f,
213001,f,
213003,f,
213004,f,
213007,f,
213012,f,
213014,f,
213016,f,
213017,f,
196166,f,
196169,f,
196172,f,
196175,f,
196177,f,
196178,f,
196180,f,
196181,f,
196183,f,
196184,f,
196186,f,
196187,f,
331494,f,
196190,f,
206124,f,
160301,f,
160466,f,
160871,f,
107805,f,
107813,f,
149127,f,
149128,f,
149156,f,
149166,f,
149168,f,
107984,f,
231494,f,
231501,f,
231502,f,
231514,f,
231525,f,
254037,f,
231592,f,
231593,f,
231594,f,
231595,f,
231596,f,
231597,f,
231598,f,
231599,f,
251120,f,
251122,f,
251129,f,
251137,f,
251143,f,
251145,f,
251146,f,
130334,f,
222691,f,
222695,f,
222697,f,
222699,f,
222701,f,
222705,f,
222709,f,
412930,f,
86495,f,
86497,f,
86500,f,
74813,f,
171161,f,
242336,f,
242337,f,
242363,f,
242366,f,
242567,f,
242569,f,
242629,f,
242631,f,
242633,f,
242634,f,
242643,f,
149829,f,
149830,f,
242644,f,
856390,f,
242648,f,
242649,f,
196406,f,
101785,f,
213030,f,
213039,f,
213041,f,
213042,f,
213072,f,
213077,f,
213079,f,
254039,f,
149831,f,
213081,f,
64797,f,
213082,f,
196191,f,
196193,f,
196197,f,
196198,f,
196200,f,
196204,f,
196207,f,
196210,f,
196216,f,
196231,f,
196232,f,
196233,f,
196238,f,
196239,f,
108685,f,
231600,f,
231601,f,
231602,f,
231603,f,
231604,f,
231611,f,
231612,f,
231613,f,
231614,f,
231615,f,
231616,f,
231617,f,
231635,f,
231644,f,
231652,f,
231653,f,
213639,f,
149198,f,
160631,f,
109167,f,
232207,f,
213083,f,
213085,f,
213091,f,
213100,f,
213102,f,
213106,f,
213107,f,
149832,f,
213108,f,
110278,f,
254041,f,
110406,f,
155989,f,
213641,f,
151169,f,
320126,f,
320131,f,
320135,f,
364688,f,
170354,f,
206144,f,
251181,f,
251183,f,
251184,f,
251187,f,
251192,f,
251194,f,
251197,f,
251219,f,
142205,f,
142604,f,
251220,f,
886834,f,
169529,f,
207610,f,
222822,f,
222845,f,
222878,f,
222883,f,
150299,f,
150301,f,
222889,f,
222993,f,
242659,f,
242674,f,
242677,f,
365445,f,
127100,f,
127669,f,
109489,f,
109491,f,
109495,f,
128256,f,
101494,f,
213145,f,
213116,f,
213120,f,
213122,f,
213124,f,
359276,f,
359277,f,
101185,f,
525099,f,
149833,f,
149834,f,
213132,f,
213144,f,
243634,f,
213146,f,
213147,f,
375416,f,
110397,f,
114577,f,
142521,f,
141097,f,
144227,f,
109678,f,
109696,f,
109697,f,
144773,f,
160191,f,
251619,f,
160497,f,
207611,f,
350781,f,
109818,f,
206193,f,
242705,f,
242799,f,
171010,f,
109700,f,
109726,f,
109727,f,
49947,f,
251232,f,
251233,f,
251342,f,
251343,f,
251346,f,
251355,f,
251357,f,
251358,f,
251360,f,
251362,f,
251363,f,
251365,f,
876377,f,
213149,f,
213150,f,
213153,f,
213188,f,
213189,f,
213190,f,
213191,f,
213193,f,
213194,f,
213195,f,
213196,f,
122225,f,
123065,f,
251628,f,
123230,f,
206155,f,
206171,f,
206196,f,
206233,f,
109953,f,
461053,f,
74840,f,
74843,f,
242816,f,
242818,f,
242820,f,
242822,f,
242824,f,
242829,f,
242831,f,
242835,f,
461058,f,
461067,f,
461074,f,
628477,f,
628478,f,
242837,f,
196243,f,
196246,f,
196248,f,
196249,f,
196258,f,
140285,f,
196259,f,
196260,f,
196262,f,
110025,f,
196265,f,
196267,f,
74832,f,
74835,f,
74838,f,
74850,f,
110043,f,
110073,f,
110078,f,
110080,f,
110082,f,
217069,f,
142571,f,
144050,f,
110084,f,
110087,f,
110089,f,
110091,f,
110094,f,
406471,f,
213197,f,
213198,f,
213199,f,
213200,f,
213202,f,
213203,f,
213204,f,
213206,f,
110119,f,
110120,f,
110123,f,
110125,f,
110127,f,
110129,f,
110131,f,
213207,f,
213208,f,
213209,f,
227570,f,
110164,f,
110185,f,
555996,f,
223757,f,
149312,f,
149329,f,
149332,f,
110208,f,
110209,f,
110212,f,
110214,f,
110216,f,
110218,f,
110236,f,
110243,f,
223758,f,
206234,f,
206236,f,
206237,f,
206238,f,
206239,f,
206240,f,
206241,f,
217072,f,
206242,f,
206243,f,
206261,f,
206268,f,
206269,f,
110252,f,
110254,f,
110256,f,
110266,f,
110274,f,
160303,f,
161218,f,
222995,f,
222997,f,
222999,f,
223001,f,
223003,f,
223005,f,
223015,f,
223017,f,
223019,f,
223021,f,
223073,f,
110478,f,
207612,f,
196272,f,
223074,f,
223107,f,
223109,f,
110294,f,
110295,f,
908295,f,
132766,f,
133045,f,
133879,f,
135212,f,
631102,f,
110348,f,
110349,f,
110352,f,
110355,f,
110359,f,
110361,f,
122806,f,
128186,f,
196269,f,
396277,f,
196275,f,
196278,f,
196280,f,
196281,f,
110394,f,
110398,f,
110400,f,
110402,f,
110404,f,
110438,f,
175446,f,
175625,f,
251369,f,
251371,f,
251410,f,
251412,f,
251414,f,
102608,f,
68845,f,
106055,f,
109905,f,
150010,f,
110515,f,
132703,f,
152128,f,
213210,f,
213211,f,
213225,f,
213226,f,
213227,f,
213228,f,
213233,f,
110521,f,
110523,f,
110525,f,
110527,f,
110529,f,
110550,f,
213253,f,
242839,f,
242841,f,
242843,f,
242845,f,
242847,f,
110554,f,
130339,f,
131231,f,
133932,f,
135220,f,
242849,f,
196283,f,
196284,f,
196291,f,
196292,f,
856391,f,
196293,f,
196294,f,
196298,f,
196302,f,
251678,f,
160610,f,
629386,f,
251458,f,
149835,f,
149836,f,
149837,f,
251459,f,
251461,f,
251462,f,
121745,f,
110712,f,
123336,f,
123679,f,
127458,f,
223759,f,
111111,f,
111129,f,
111867,f,
223760,f,
149361,f,
149370,f,
149377,f,
149384,f,
111199,f,
213258,f,
213259,f,
213263,f,
213264,f,
856394,f,
213265,f,
213267,f,
251679,f,
294436,f,
49948,f,
111242,f,
213322,f,
100679,f,
149838,f,
386013,f,
121855,f,
251463,f,
251560,f,
101261,f,
102580,f,
104225,f,
167884,f,
169711,f,
196305,f,
196308,f,
196312,f,
196313,f,
196315,f,
196316,f,
196318,f,
102584,f,
223213,f,
161252,f,
166321,f,
168859,f,
196324,f,
196325,f,
223124,f,
223125,f,
223126,f,
223127,f,
223128,f,
223129,f,
223130,f,
223131,f,
223132,f,
223133,f,
223134,f,
223135,f,
223176,f,
223192,f,
223196,f,
111411,f,
223766,f,
130183,f,
223212,f,
223219,f,
121872,f,
223226,f,
206271,f,
206272,f,
206273,f,
206274,f,
206279,f,
206280,f,
206299,f,
206305,f,
49949,f,
102589,f,
206382,f,
206391,f,
206392,f,
206393,f,
206394,f,
206395,f,
251561,f,
251578,f,
121881,f,
196333,f,
196336,f,
196338,f,
196339,f,
196342,f,
196345,f,
196348,f,
196351,f,
196354,f,
196357,f,
196359,f,
196360,f,
196362,f,
196363,f,
196365,f,
213323,f,
213328,f,
213329,f,
213330,f,
213331,f,
213332,f,
213333,f,
213334,f,
213335,f,
213336,f,
213337,f,
213338,f,
207411,f,
213355,f,
213356,f,
242986,f,
242990,f,
242993,f,
243137,f,
243193,f,
243197,f,
788369,f,
243200,f,
166505,f,
206583,f,
170651,f,
160457,f,
166351,f,
130484,f,
206396,f,
206397,f,
206398,f,
206399,f,
206400,f,
206461,f,
206499,f,
206500,f,
206501,f,
206503,f,
206504,f,
130582,f,
206505,f,
206537,f,
206550,f,
206559,f,
206562,f,
206565,f,
206567,f,
206568,f,
206569,f,
251608,f,
116428,f,
213357,f,
213364,f,
213365,f,
213366,f,
213367,f,
223229,f,
223232,f,
223234,f,
223246,f,
223249,f,
223251,f,
270423,f,
101628,f,
111844,f,
111847,f,
111866,f,
525159,f,
111870,f,
213376,f,
213383,f,
213387,f,
213411,f,
350131,f,
223769,f,
213418,f,
213419,f,
122351,f,
111938,f,
142454,f,
412968,f,
142402,f,
207416,f,
143523,f,
166890,f,
251609,f,
251614,f,
251615,f,
102625,f,
160425,f,
169680,f,5.0
243203,f,
243207,f,
224549,f,
243208,f,
243217,f,
227571,f,
131833,f,
643075,f,
196369,f,
196372,f,
196375,f,
196378,f,
196387,f,
196388,f,
196393,f,
196395,f,
102942,f,
196396,f,
102949,f,
150333,f,
151336,f,
153729,f,
110122,f,
102954,f,
112167,f,
112243,f,
112244,f,
231884,f,
231885,f,
231887,f,
231889,f,
231891,f,
231893,f,
112281,f,
231895,f,
231897,f,
231899,f,
231901,f,
231903,f,
231905,f,
231907,f,
112323,f,
112324,f,
112325,f,
231909,f,
231911,f,
231913,f,
231915,f,
231917,f,
231919,f,
231921,f,
396278,f,
213420,f,
213430,f,
213432,f,
213440,f,
213442,f,
213443,f,
213451,f,
213458,f,
213460,f,
53324,f,
112329,f,
112330,f,
112331,f,
126080,f,
112416,f,
243249,f,
223771,f,
243302,f,
149782,f,
149783,f,
149784,f,
149785,f,
149786,f,
149787,f,
149788,f,
149794,f,
227572,f,
149795,f,
149796,f,
149797,f,
149798,f,
103054,f,
103057,f,
149799,f,
149800,f,
149801,f,
206584,f,
206650,f,
206651,f,
206652,f,
206653,f,
206660,f,
206663,f,
206669,f,
206670,f,
103191,f,
206673,f,
206674,f,
206675,f,
206677,f,
103200,f,
206679,f,
251706,f,
251710,f,
251717,f,
103206,f,
112559,f,
223392,f,
223398,f,
223399,f,
223400,f,
223424,f,
223425,f,
223454,f,
223458,f,
103211,f,
103212,f,
243303,f,
243374,f,
243375,f,
243376,f,
243377,f,
243378,f,
243379,f,
243380,f,
243389,f,
243390,f,
243391,f,
243392,f,
243393,f,
243394,f,
243395,f,
243396,f,
243397,f,
243398,f,
243399,f,
243400,f,
243401,f,
243402,f,
243403,f,
243404,f,
243405,f,
243406,f,
243407,f,
243408,f,
166592,f,
270424,f,
149802,f,
149803,f,
149810,f,
149811,f,
149812,f,
149813,f,
149814,f,
149815,f,
110108,f,
110475,f,
166202,f,
168796,f,
149816,f,
149817,f,
149818,f,
251723,f,
168761,f,
251729,f,
251730,f,
196409,f,
196412,f,
251732,f,
53330,f,
150504,f,
150540,f,
153785,f,
231923,f,
231925,f,
231927,f,
231933,f,
231935,f,
231937,f,
231939,f,
231941,f,
231943,f,
231945,f,
231947,f,
231949,f,
231951,f,
72038,f,
132769,f,
231953,f,
231955,f,
196416,f,
72238,f,
196422,f,
